,Sentence,Intent,Color,Item
13786,ignaakcbfdzds,unknown,unknown,unknown
7486,ezsxbzotralm,unknown,unknown,unknown
4008,eqwtstbl,unknown,unknown,unknown
962,how much does a black shirt cost,Asking for the price,black,shirt
7840,pkw,unknown,unknown,unknown
13054,jbufeulmbhhtavfcye,unknown,unknown,unknown
4652,sqzjwcikzvkihyck,unknown,unknown,unknown
14601,ogpyog,unknown,unknown,unknown
9711,lmodakthuzcnpb,unknown,unknown,unknown
9048,nyvnvkcgzf,unknown,unknown,unknown
6472,vo,unknown,unknown,unknown
15548,qejjonggix,unknown,unknown,unknown
13882,ycebczyuwbdzpq,unknown,unknown,unknown
9778,ziks,unknown,unknown,unknown
14978,judinr,unknown,unknown,unknown
12836,texehoxjxilmp,unknown,unknown,unknown
1152,i am looking for a blue jacket,Check Availability,blue,jacket
16173,jqvovd,unknown,unknown,unknown
8054,hlmlminyfctqbd,unknown,unknown,unknown
12755,zqylmf,unknown,unknown,unknown
2246,wikpfxbkuce,unknown,unknown,unknown
5924,tspelmilmfwjcuxlmr,unknown,unknown,unknown
2223,what is the price of a gray skirt,Asking for the price,gray,skirt
11810,uss,unknown,unknown,unknown
2300,rflmhinxbrisufoh,unknown,unknown,unknown
10310,ukglmo,unknown,unknown,unknown
1546,can i find a blue chemise,Check Availability,blue,chemise
10644,ydgiqsas,unknown,unknown,unknown
9228,oyicyus,unknown,unknown,unknown
1438,lmejnhkuahz,unknown,unknown,unknown
3320,rfkffs,unknown,unknown,unknown
271,what about a purple skirt,unknown,purple,skirt
16355,xzcasdakjs,unknown,unknown,unknown
11791,slmfoyjkttajf,unknown,unknown,unknown
14998,txhlmqj,unknown,unknown,unknown
5937,yxkzolme,unknown,unknown,unknown
10105,xxp,unknown,unknown,unknown
12986,ocnapotxr,unknown,unknown,unknown
1446,xdntahvqjgzd,unknown,unknown,unknown
3850,do you still have a pantalon,Check Availability,unknown,pantalon
13520,aopzlm,unknown,unknown,unknown
9564,ztxricsdudran,unknown,unknown,unknown
6955,do you have a purple hat,Check Availability,purple,hat
9530,nipbqzkgqdah,unknown,unknown,unknown
12122,lmoxxghyl,unknown,unknown,unknown
16171,iszxvii,unknown,unknown,unknown
7437,qaswwxwaniyvey,unknown,unknown,unknown
15909,uuyfvptoduzwbcznyyw,unknown,unknown,unknown
8126,vjsoqgunxnhgcbq,unknown,unknown,unknown
636,cpdtsjwfqojtxrxpzp,unknown,unknown,unknown
64,what is the price of a black skirt,Asking for the price,black,skirt
10670,nzpohsuwndwkilmea,unknown,unknown,unknown
4323,vffqzzonfj,unknown,unknown,unknown
5930,do you have a red shirt,Check Availability,red,shirt
9888,zigfitilmfkud,unknown,unknown,unknown
4225,ber,unknown,unknown,unknown
9962,flmti,unknown,unknown,unknown
7650,udcbkcibelmbbbraeho,unknown,unknown,unknown
1933,riwgiavgj,unknown,unknown,unknown
11495,ufjhbtustbchl,unknown,unknown,unknown
6249,usaent,unknown,unknown,unknown
3452,fsfvdgfhicodkrrcjf,unknown,unknown,unknown
13781,hxpdsohjjskwxahsh,unknown,unknown,unknown
4537,kwvprrh,unknown,unknown,unknown
7642,lmaxsatgnxeygxieqbn,unknown,unknown,unknown
5250,eklm,unknown,unknown,unknown
4468,what about a black body,unknown,black,body
9637,xfnfvowhcaseqnojae,unknown,unknown,unknown
3686,is there available a brown pullover,Check Availability,brown,pullover
10536,qlmtxheb,unknown,unknown,unknown
4306,ypiprqoqruaou,unknown,unknown,unknown
9677,zfje,unknown,unknown,unknown
5146,hoar,unknown,unknown,unknown
8127,jhetyeyki,unknown,unknown,unknown
11732,nxwq,unknown,unknown,unknown
3609,pqitvlmuyxos,unknown,unknown,unknown
11501,awykaulmivvyur,unknown,unknown,unknown
7520,iahrcxqfijzjpeak,unknown,unknown,unknown
707,cpwlmfzzxu,unknown,unknown,unknown
8103,zwk,unknown,unknown,unknown
4899,vonynbxykuwifr,unknown,unknown,unknown
8273,wubv,unknown,unknown,unknown
15436,rlmeuxkplmrwtu,unknown,unknown,unknown
9415,onjrpdptznvxsuglm,unknown,unknown,unknown
4861,some body,unknown,unknown,body
13079,ftuj,unknown,unknown,unknown
459,is there a pantalon,Check Availability,unknown,pantalon
16394,do you have black shirts ?,Check Availability,black,shirt
10118,zqhalmqkbayvxys,unknown,unknown,unknown
1217,unrohosiuisdfxqo,unknown,unknown,unknown
14171,yblmlmfehrsqx,unknown,unknown,unknown
13284,itxkdzg,unknown,unknown,unknown
11747,posgzdtlmuksvovnevj,unknown,unknown,unknown
5103,is there available a pantalon,Check Availability,unknown,pantalon
5902,nyjca,unknown,unknown,unknown
8130,hwczgvztvh,unknown,unknown,unknown
12941,pggpzf,unknown,unknown,unknown
4224,sykrcpbzrvuxocis,unknown,unknown,unknown
11013,ofrcsufzd,unknown,unknown,unknown
1652,blmnulmlmwckkbjr,unknown,unknown,unknown
8929,utu,unknown,unknown,unknown
6642,xzrslmjptl,unknown,unknown,unknown
11148,uph,unknown,unknown,unknown
13097,owtcuycxrhklmjx,unknown,unknown,unknown
6763,sybbkqudogjedj,unknown,unknown,unknown
11366,rkoxpfpdxkarixr,unknown,unknown,unknown
2730,fqzf,unknown,unknown,unknown
13436,eofukspp,unknown,unknown,unknown
14211,lmnwjlmfjwxoncednfg,unknown,unknown,unknown
4131,what about hat,unknown,unknown,hat
3435,wfxfbffr,unknown,unknown,unknown
3898,cgfflmangalmhwostk,unknown,unknown,unknown
11683,rgsdnlmqczee,unknown,unknown,unknown
16285,cq,unknown,unknown,unknown
1872,avhlmcrbbohsqxsokv,unknown,unknown,unknown
13680,koagcguvh,unknown,unknown,unknown
8224,bnyboyhcjtfiecfhgb,unknown,unknown,unknown
13884,uiklmuntubq,unknown,unknown,unknown
4883,cubgglmyewic,unknown,unknown,unknown
13870,dbhasdhxxsrve,unknown,unknown,unknown
13548,wbao,unknown,unknown,unknown
9840,bxypgyodhfvajvsqj,unknown,unknown,unknown
16315,yd,unknown,unknown,unknown
6087,wcbddqepyl,unknown,unknown,unknown
3735,xrcfwgt,unknown,unknown,unknown
15716,tdogxvkakvdcdpyt,unknown,unknown,unknown
2517,gbdgzdvvv,unknown,unknown,unknown
9682,awky,unknown,unknown,unknown
11741,ahaalmkezkqcsyjjb,unknown,unknown,unknown
13981,qhgeooeufjfe,unknown,unknown,unknown
11452,co,unknown,unknown,unknown
16410,how much a pretty white dress may cost ?,Asking for the price,white,dress
5256,sdqt,unknown,unknown,unknown
3952,bdlmyqvxgzpwqq,unknown,unknown,unknown
5441,dvfu,unknown,unknown,unknown
8185,auicalmkkphz,unknown,unknown,unknown
3357,may i ask for a green shirt,Check Availability,green,shirt
5397,bcjcealmfzn,unknown,unknown,unknown
8997,tuhwkvhtkvfkqsnpws,unknown,unknown,unknown
5148,oeebgwupxlm,unknown,unknown,unknown
3107,what is the price of a black jeans,Asking for the price,black,jeans
4148,what about a white jacket,unknown,white,jacket
9156,jrthpxohwzoc,unknown,unknown,unknown
13949,cjgihuq,unknown,unknown,unknown
1867,juddc,unknown,unknown,unknown
5362,qjpepydl,unknown,unknown,unknown
1078,sqeghjs,unknown,unknown,unknown
11545,kdayvqohyongjovv,unknown,unknown,unknown
4837,is there available a yellow shoes,Check Availability,yellow,shoes
1141,is there available a pink skirt,Check Availability,pink,skirt
7425,cdrahjxknstfeqcatdc,unknown,unknown,unknown
12361,kgvhtg,unknown,unknown,unknown
12378,lmdsn,unknown,unknown,unknown
15110,vtd,unknown,unknown,unknown
15652,jugvjjwvwhvoayvi,unknown,unknown,unknown
1919,what is the price of a red jacket,Asking for the price,red,jacket
5861,hyjuatfjlmqjfr,unknown,unknown,unknown
12136,xkjpzbxvrhzo,unknown,unknown,unknown
10283,nkyrpplmytgedc,unknown,unknown,unknown
1681,zdlmwsbnsgg,unknown,unknown,unknown
23,shzduvw,unknown,unknown,unknown
4817,ul,unknown,unknown,unknown
14373,yggquukvccecqvauqg,unknown,unknown,unknown
6179,qb,unknown,unknown,unknown
1094,nhqrkvvl,unknown,unknown,unknown
3585,txihfreplmfcarubi,unknown,unknown,unknown
7094,can i find a red shirt,Check Availability,red,shirt
2464,hugtrobze,unknown,unknown,unknown
2928,cprptuycinep,unknown,unknown,unknown
3202,zsuchrp,unknown,unknown,unknown
10665,nzdzl,unknown,unknown,unknown
14114,krx,unknown,unknown,unknown
4031,what about the t-shirt,unknown,unknown,t-shirt
9883,xlmzwzbgvrvbgi,unknown,unknown,unknown
3133,eedhdafrkitttzdngin,unknown,unknown,unknown
13785,plmrphu,unknown,unknown,unknown
15444,artdlmqajo,unknown,unknown,unknown
12336,ozofacanenfxw,unknown,unknown,unknown
13650,xwetobbbje,unknown,unknown,unknown
4186,is there a yellow short,Check Availability,yellow,short
10009,zrihsvfgbgyu,unknown,unknown,unknown
108,what about blue jeans,unknown,blue,jeans
5910,is there a gray short,Check Availability,gray,short
14199,xr,unknown,unknown,unknown
1802,what about a gray jeans,unknown,gray,jeans
16316,rbfzhfco,unknown,unknown,unknown
5484,do you still have a purple pullover,Check Availability,purple,pullover
7559,ualmwtbpfqkzkgq,unknown,unknown,unknown
13594,fergiasajcdjqc,unknown,unknown,unknown
5769,It was watching television,unknown,unknown,unknown
4298,do you have a gray pullover,Check Availability,gray,pullover
7404,ofvnuzbhskbqzhenhyn,unknown,unknown,unknown
2549,bugtxwvhzt,unknown,unknown,unknown
12860,ezxhklmtet,unknown,unknown,unknown
11988,bpjocrtzyhg,unknown,unknown,unknown
16354,available,Check Availability,unknown,unknown
11670,wgiabunlmuepyk,unknown,unknown,unknown
12678,uaipzfpvlmtvfcieuy,unknown,unknown,unknown
6761,hedwxlmytpybrgklmgz,unknown,unknown,unknown
11105,kojbnukojeiufawdhcj,unknown,unknown,unknown
8,do you have a blue t-shirt,Check Availability,blue,t-shirt
13841,qcbn,unknown,unknown,unknown
8859,rlmlmbiicafb,unknown,unknown,unknown
15925,dyczcnwqeeiagkx,unknown,unknown,unknown
15839,usrnxewyycknktwy,unknown,unknown,unknown
5782,lmovgbeu,unknown,unknown,unknown
8550,hnn,unknown,unknown,unknown
1415,uqlmrcjpclmj,unknown,unknown,unknown
11841,cywhtarrcqtqtypelmw,unknown,unknown,unknown
7415,pstjkngnlmpylmt,unknown,unknown,unknown
13824,pneidtxcqpooaaz,unknown,unknown,unknown
1690,lmdoobbqaf,unknown,unknown,unknown
4330,uayegbiouzayklmtxii,unknown,unknown,unknown
1569,how much does a pink short cost,Asking for the price,pink,short
15051,qtglmidcuypghqcfc,unknown,unknown,unknown
13702,qryqtkpiwjoqwdqqy,unknown,unknown,unknown
14050,rktyhsgxhdiadzoej,unknown,unknown,unknown
8348,lmaxwwlmrgxvteqdbzx,unknown,unknown,unknown
13675,kfzholmrs,unknown,unknown,unknown
14376,ulmvxanbral,unknown,unknown,unknown
2184,can i find a orange pantalon,Check Availability,orange,pantalon
13422,esityjonnkbhtb,unknown,unknown,unknown
13951,nthuwuxrptewj,unknown,unknown,unknown
7310,hr,unknown,unknown,unknown
8802,bzlm,unknown,unknown,unknown
12326,blmyxahu,unknown,unknown,unknown
16064,rfihbaewjvfgxfyzky,unknown,unknown,unknown
14425,jhpuqrxxurpjlmpalmo,unknown,unknown,unknown
7368,rhxrcxakgxk,unknown,unknown,unknown
10096,piwsv,unknown,unknown,unknown
15940,sqzjxepkebufzazeipk,unknown,unknown,unknown
4282,ojjwnsxasf,unknown,unknown,unknown
6132,balmlmdpthnoawtkuy,unknown,unknown,unknown
7086,what about the purple shoes,unknown,purple,shoes
2053,djjbvlmsktbptf,unknown,unknown,unknown
13818,ogawbj,unknown,unknown,unknown
243,is there a orange t-shirt,Check Availability,orange,t-shirt
4978,some yellow body,unknown,yellow,body
13602,vifohtvlm,unknown,unknown,unknown
5750,do you still have a cyan jacket,Check Availability,cyan,jacket
2010,qlmoxhayjsptqxqr,unknown,unknown,unknown
263,some white short,unknown,white,short
11597,udnaqlmiezbhwq,unknown,unknown,unknown
11859,tughlmdrnjbrkvett,unknown,unknown,unknown
7832,rotjtoowefdr,unknown,unknown,unknown
10742,rtuhxntubpahhfbriq,unknown,unknown,unknown
8053,seak,unknown,unknown,unknown
12236,ukpogxy,unknown,unknown,unknown
15006,txvtikdapdgddb,unknown,unknown,unknown
15555,skwuz,unknown,unknown,unknown
2051,goqxihjbob,unknown,unknown,unknown
746,uxcrbay,unknown,unknown,unknown
11527,yeqtajzawzwvl,unknown,unknown,unknown
6796,may i ask for a pullover,Check Availability,unknown,pullover
5332,lmcqkwii,unknown,unknown,unknown
3692,lmhvvuhow,unknown,unknown,unknown
6289,ivyde,unknown,unknown,unknown
12607,ruhkhrfypwwfi,unknown,unknown,unknown
6835,cwahpzxdtqksekpx,unknown,unknown,unknown
1100,sewjffnepwvqsudhkre,unknown,unknown,unknown
153,is there a gray pullover,Check Availability,gray,pullover
5303,uqwb,unknown,unknown,unknown
5175,pfubsqkudngp,unknown,unknown,unknown
618,hkjjitiwkfguxz,unknown,unknown,unknown
1465,akkbqetootaurdbxlmc,unknown,unknown,unknown
14527,ooiatqxb,unknown,unknown,unknown
7517,ntqlmzgwczpzdlm,unknown,unknown,unknown
2978,xl,unknown,unknown,unknown
16404,how much does a red dress cost ?,Asking for the price,red,dress
15683,nxlmcyv,unknown,unknown,unknown
5090,tjr,unknown,unknown,unknown
88,wrezkwruastafn,unknown,unknown,unknown
472,ohktkqhqidh,unknown,unknown,unknown
13310,hufun,unknown,unknown,unknown
12195,wgbhye,unknown,unknown,unknown
6804,vsccgwsey,unknown,unknown,unknown
3291,is there available a shirt,Check Availability,unknown,shirt
12992,yk,unknown,unknown,unknown
9908,sofrqyaabycel,unknown,unknown,unknown
3423,bzqbojyzehugu,unknown,unknown,unknown
6870,xdgodukuufyxeynjl,unknown,unknown,unknown
3053,jgnshi,unknown,unknown,unknown
15456,faqoxhbzlmtk,unknown,unknown,unknown
5655,pfjebuqjklmbgpax,unknown,unknown,unknown
10237,dc,unknown,unknown,unknown
8051,wlmdz,unknown,unknown,unknown
8848,ptgzkckkreoozrrxsf,unknown,unknown,unknown
3383,haheswpyop,unknown,unknown,unknown
2221,what about black chemise,unknown,black,chemise
2020,do you still have a cyan shoes,Check Availability,cyan,shoes
257,wuftxolmcoygkbkjghz,unknown,unknown,unknown
505,fk,unknown,unknown,unknown
10526,tei,unknown,unknown,unknown
15055,hkukqxrxpybo,unknown,unknown,unknown
1232,is the purple shoes expensive ?,unknown,purple,shoes
11720,oufa,unknown,unknown,unknown
6818,zuykb,unknown,unknown,unknown
4675,It was speaking,unknown,unknown,unknown
9240,cgfrvwa,unknown,unknown,unknown
2135,buygqsbfaqqbnbwhqne,unknown,unknown,unknown
7911,kplmpvwqczvaha,unknown,unknown,unknown
556,xzrkbivwgdsfck,unknown,unknown,unknown
7803,pyvlmev,unknown,unknown,unknown
15931,tuovedxekuxehbqq,unknown,unknown,unknown
1805,do you still have a green chemise,Check Availability,green,chemise
10082,vntsbihojlmsfz,unknown,unknown,unknown
14581,xxjvzyrhayfbjbix,unknown,unknown,unknown
3484,gfnbeuwlmeioi,unknown,unknown,unknown
2364,may i ask for a black pantalon,Check Availability,black,pantalon
4974,do you still have a cyan t-shirt,Check Availability,cyan,t-shirt
709,i am looking for a pink body,Check Availability,pink,body
14603,gflmolmdybf,unknown,unknown,unknown
12514,qnnuylmzwfsht,unknown,unknown,unknown
16131,dvhv,unknown,unknown,unknown
3351,bvtlmnxrdpg,unknown,unknown,unknown
8554,jsaurits,unknown,unknown,unknown
782,what about blue short,unknown,blue,short
14439,vzvrsg,unknown,unknown,unknown
11872,jexolmbgnbel,unknown,unknown,unknown
11637,udnlmuxnfrgrb,unknown,unknown,unknown
7069,ydgbbvepdnt,unknown,unknown,unknown
322,bzdxn,unknown,unknown,unknown
10556,htkkztgorbcfd,unknown,unknown,unknown
754,vprd,unknown,unknown,unknown
14302,tqnbyeobggtzvwjvzto,unknown,unknown,unknown
10939,vsaaijac,unknown,unknown,unknown
4503,what about a gray jacket,unknown,gray,jacket
7576,icixwqwaray,unknown,unknown,unknown
7188,wytvzgnzjlmtkokwcdz,unknown,unknown,unknown
12021,sdfvfzxwevgi,unknown,unknown,unknown
11235,wupuidgbhjuc,unknown,unknown,unknown
16115,raqrsbuhs,unknown,unknown,unknown
5292,vibrqjrbsopnfnzbtzh,unknown,unknown,unknown
14699,lmrj,unknown,unknown,unknown
1462,is the brown shoes expensive ?,unknown,brown,shoes
447,wbnjfunzwbjpqxpzyjs,unknown,unknown,unknown
1585,hpvvwwwosaktyzwzj,unknown,unknown,unknown
3571,It is walking,unknown,unknown,unknown
15346,wewahnctghqevg,unknown,unknown,unknown
11972,ekoduyuywwrgzzba,unknown,unknown,unknown
11567,ecnuiasjuer,unknown,unknown,unknown
1121,fguxbyjwyubthkh,unknown,unknown,unknown
4302,stqphdyw,unknown,unknown,unknown
1159,wwciowbjpzahfiueg,unknown,unknown,unknown
4791,cxjskqpa,unknown,unknown,unknown
15685,cqecwbkj,unknown,unknown,unknown
15398,vlmgpvsazxisyzecws,unknown,unknown,unknown
11860,qxyoierwovdi,unknown,unknown,unknown
5699,what about pink shoes,unknown,pink,shoes
11122,dsclmj,unknown,unknown,unknown
10786,crhwib,unknown,unknown,unknown
8297,ywtffzivtvydblmwyj,unknown,unknown,unknown
9370,zcpozogi,unknown,unknown,unknown
9740,puaqthfklmbvbyhucso,unknown,unknown,unknown
3567,doehrgjbcquswpjwulm,unknown,unknown,unknown
9180,fqeissndgd,unknown,unknown,unknown
6316,ecp,unknown,unknown,unknown
13340,oezlmtuwojdeikoz,unknown,unknown,unknown
10766,rnlmvxruhu,unknown,unknown,unknown
8574,cjnlmqkviukgss,unknown,unknown,unknown
11456,enq,unknown,unknown,unknown
1032,awo,unknown,unknown,unknown
12067,zcctdjaero,unknown,unknown,unknown
16143,txsnsqqnks,unknown,unknown,unknown
8334,qgqhg,unknown,unknown,unknown
47,fnnznxzw,unknown,unknown,unknown
10352,ofegdijujlmsjjbo,unknown,unknown,unknown
11586,vulmyjwe,unknown,unknown,unknown
8308,rjkxgyhbuqypekkpuy,unknown,unknown,unknown
483,ujfkqeqaozvfzx,unknown,unknown,unknown
7618,wjtchxghqsi,unknown,unknown,unknown
3009,i am looking for a white chemise,Check Availability,white,chemise
11653,aiawbgbyiuo,unknown,unknown,unknown
6323,wa,unknown,unknown,unknown
15921,qtj,unknown,unknown,unknown
16321,sngjzb,unknown,unknown,unknown
596,zlmlmjvslmixkbclmc,unknown,unknown,unknown
5708,qlmdcaohqlmpeoiicv,unknown,unknown,unknown
13929,ndwdsxqvdt,unknown,unknown,unknown
2531,is the cyan dress expensive ?,unknown,cyan,dress
11784,qxypbdhr,unknown,unknown,unknown
12385,uoeodilmdgh,unknown,unknown,unknown
6262,jkfsix,unknown,unknown,unknown
12535,jffbunxfwsgdnek,unknown,unknown,unknown
750,do you have a purple pantalon,Check Availability,purple,pantalon
14544,qesackoidlmbo,unknown,unknown,unknown
11577,oihdibupovuufjpq,unknown,unknown,unknown
13028,okigqa,unknown,unknown,unknown
14593,idlmauqnsi,unknown,unknown,unknown
16239,qtlmkpaienxanqs,unknown,unknown,unknown
684,how much does a green shirt cost,Asking for the price,green,shirt
15569,xnhziyrnklm,unknown,unknown,unknown
321,tbwe,unknown,unknown,unknown
14647,ehcdgscrpdk,unknown,unknown,unknown
7412,ugglmidbbwgcw,unknown,unknown,unknown
732,kxusphphkey,unknown,unknown,unknown
769,fdlmnjlmywcybftt,unknown,unknown,unknown
14576,almissehlmrdenog,unknown,unknown,unknown
6831,dk,unknown,unknown,unknown
2483,skkgqrlmswwsh,unknown,unknown,unknown
1513,onsdnnqkzzqaouev,unknown,unknown,unknown
10594,wcvbdxfiskeycefvlm,unknown,unknown,unknown
2909,vr,unknown,unknown,unknown
10758,daqfsjouvwiuqs,unknown,unknown,unknown
1711,gax,unknown,unknown,unknown
10975,vfuckaeudeejur,unknown,unknown,unknown
9122,lmddvvuorefalm,unknown,unknown,unknown
9546,rrlmqzilmvbphrofj,unknown,unknown,unknown
762,daobacoyfbse,unknown,unknown,unknown
2570,qszb,unknown,unknown,unknown
1597,is there available a white pullover,Check Availability,white,pullover
6964,otcziinufjki,unknown,unknown,unknown
8514,elmqvd,unknown,unknown,unknown
1692,is the yellow jacket expensive ?,unknown,yellow,jacket
3608,tcpvicdeudeshxw,unknown,unknown,unknown
7164,how much does a yellow shirt cost,Asking for the price,yellow,shirt
12735,kcksyssjnxtf,unknown,unknown,unknown
5689,do you have a purple skirt,Check Availability,purple,skirt
9170,axwhnlmdlmbfklmlm,unknown,unknown,unknown
3749,ffdht,unknown,unknown,unknown
895,kehavyasqdd,unknown,unknown,unknown
12863,starkechnyqacfweye,unknown,unknown,unknown
5519,nvrwicquzcea,unknown,unknown,unknown
11329,lmuf,unknown,unknown,unknown
10252,hnzsfbvlmgxwydfiq,unknown,unknown,unknown
8687,jagce,unknown,unknown,unknown
13075,ylmpplmffybyabnfssh,unknown,unknown,unknown
15283,sxezttkkbeivc,unknown,unknown,unknown
11123,toseho,unknown,unknown,unknown
4552,joscr,unknown,unknown,unknown
1464,oxowaev,unknown,unknown,unknown
5737,catssqpc,unknown,unknown,unknown
